word,phonetic,translation,example,example_translation,level,difficulty,topic,subtopic,exam_tags,part_of_speech
conserve,/kənˈsɜːrv/,保存，節約,We should conserve electricity in the office.,我們應該在辦公室節約用電。,Beginner,1,Legal,ContractsAndRegulations,"TOEIC,Reading,Part6,Part7",v.
consider,/kənˈsɪdər/,考慮，認為,We will consider your proposal carefully.,我們會仔細考慮您的建議。,Intermediate,3,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
consignment,/kənˈsaɪnmənt/,託運，委託寄售,The goods were shipped on consignment.,這批貨物是寄售方式運送的。,Advanced,4,Logistics,Freight,"TOEIC,Reading,Part5,Part7",n.
consist,/kənˈsɪst/,由...組成,The team consists of five developers.,該團隊由五名開發人員組成。,Advanced,4,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
consistent,/kənˈsɪstənt/,一貫的，一致的,His performance has been very consistent this season.,他本賽季的表現非常穩定。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",adj.
consolidate,/kəˈsɑːlɪdeɪt/,合併，鞏固,We plan to consolidate our departments.,我們計劃合併我們的部門。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
constant,/ˈkɑːnstənt/,不動的，恆定的,The temperature remained constant throughout the day.,整天溫度保持恆定。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",adj.
constitute,/ˈkɑːnstɪtuːt/,構成，組成,Twelve months constitute a year.,十二個月構成一年。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
constrain,/kənˈstreɪn/,限制，束縛,We are constrained by our budget constraints.,我們受到預算限制的束縛。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
construct,/kəˈstrʌkt/,建造，構成,They plan to construct a new headquarters.,他們計劃建造一個新總部。,Intermediate,3,Manufacturing,OperationsAndQuality,"TOEIC,Reading,Part5,Part7",v.
consult,/kənˈsʌlt/,諮詢，商量,You should consult a doctor before starting a diet.,在開始節食之前，你應該諮詢醫生。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",n.
consume,/kənˈsuːm/,消耗，消費,Cars consume a lot of fuel.,汽車消耗很多燃料。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
contact,/ˈkɑːntækt/,聯繫，接觸,Please contact customer support for help.,請聯繫客戶服務尋求幫助。,Intermediate,3,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
contain,/kəˈteɪn/,包含，容納,The archive does not contain old emails.,存檔中不包含舊的電子郵件。,Advanced,4,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
contemplate,/ˈkɑːntəmpleɪt/,沉思，考量,She is contemplating moving to another country.,她正在考慮移居另一個國家。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
continue,/kənˈtɪnjuː/,繼續，延伸,We will continue to improve our products.,我們將繼續改進我們的產品。,Intermediate,3,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
contract,/ˈkɑːntrækt/,合同，收縮,Please sign the contract before Friday.,請在週五前簽署合同。,Advanced,4,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
contractor,/ˈkɑːntræktər/,承包商，承包者,We hired a general contractor for the remodel.,我們聘請了一位總承包商進行改裝工程。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",n.
contradict,/ˌkɑːntrəˈdɪkt/,矛盾，反駁,His words contradict his actions.,他的言行不一。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
contrary,/ˈkɑːntreri/,相反的,"Contrary to expectations, the project succeeded.",與預期相反，項目成功了。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",adj.
contribute,/kənˈtrɪbjuːt/,貢獻，捐助,Every member contributed to the team's success.,每個成員都為團隊的成功做出了貢獻。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
control,/kəˈntoʊl/,控制，支配,The manager will control the budget.,經理將控制預算。,Advanced,4,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
controversy,/ˈkɑːntrəvɜːrsi/,爭議，辯論,The new policy caused a lot of controversy.,新政策引起了很多爭議。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
convene,/kənˈviːn/,召集，集合,The committee will convene tomorrow morning.,委員會將於明天上午召集會議。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
convenience,/kənˈviːniəns/,便利，方便,"For your convenience, online booking is open.",為方便起見，線上預約已開放。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
convert,/kənˈvɜːrt/,轉換，轉變,We need to convert the data format.,我們需要轉換數據格式。,Intermediate,3,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
convey,/kənˈveɪ/,傳達，運輸,Please convey my thanks to the team.,請向團隊轉達我的謝意。,Advanced,4,Travel,LogisticsAndTransit,"TOEIC,Listening,Reading,Part3,Part7",v.
convince,/kənˈvɪns/,說服，使確信,He tried to convince the client.,他試圖說服客戶。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
cooperate,/koʊˈɑːpəreɪt/,合作，配合,We must cooperate to meet the deadline.,我們必須合作以在截止日期前完成。,Intermediate,3,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
coordinate,/koʊˈɔːrdɪneɪt/,協調,We need to coordinate our efforts.,我們需要協調我們的努力。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
cope,/koʊp/,應付，處理,We must cope with the market changes.,我們必須應對市場變化。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",n.
copy,/ˈkɑːpi/,複製，副本,Please make a copy of this document.,請複印此文件。,Intermediate,3,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
core,/kɔːr/,核心，中心,The core value of this school is respect.,這所學校的核心價值是尊重。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
corporate,/ˈkɔːrpərət/,企業的，法人的,He works in the corporate world.,他在企業界工作。,Beginner,1,Legal,ContractsAndRegulations,"TOEIC,Reading,Part6,Part7",adj.
correct,/kəˈrekt/,糾正，正確的,Please correct any errors in the form.,請更正表格中的任何錯誤。,Advanced,4,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",adj.
correspond,/ˌkɔːrəˈspɑːnd/,符合，通信,His behavior does not correspond with his words.,他的行為與他的言語不符。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
correspondence,/ˌkɔːrəˈspɑːndəns/,通信，信件,Please file all business correspondence neatly.,請將所有商業信件整齊歸檔。,Intermediate,3,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
cost,/kɔːst/,花費，成本,The office renovation will cost a lot.,辦公室裝修將花費很多。,Intermediate,3,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
counsel,/ˈkaʊnsl/,諮詢，建議,He was hired to counsel the board.,他被僱用來為董事會提供諮詢。,Advanced,4,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
count,/kaʊnt/,計算，數,We need to count the remaining inventory.,我們需要計算剩餘的庫存。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
counteract,/ˌkaʊntərˈækt/,抵消，阻礙,The new policy will counteract the deficit.,新政策將抵消赤字。,Intermediate,3,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
courier,/ˈkʊriər/,快遞，信差,The contract was delivered by overnight courier.,合同是由隔夜快遞送達的。,Beginner,2,Logistics,Delivery,"TOEIC,Reading,Part5,Part7",n.
create,/kriˈeɪt/,創造，建立,We want to create a new mobile application.,我們想要創建一個新的行動應用程式。,Advanced,4,Manufacturing,OperationsAndQuality,"TOEIC,Reading,Part5,Part7",v.
credential,/krəˈdenʃl/,證書，憑據,Check the applicant's academic credentials.,核對應徵者的學歷證書。,Intermediate,3,HumanResources,Qualifications,"TOEIC,Listening,Reading,Part3,Part7",n.
credit,/ˈkredɪt/,信用，賒購,We will credit the money to your account.,我們會將款項記入您的帳戶。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
criterion,/kraɪˈtɪriən/,標準，準則,Quality is our primary criterion for success.,品質是我們衡量成功的主要標準。,Intermediate,3,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
criticize,/ˈkrɪtɪsaɪz/,批評，評論,The media might criticize the decision.,媒體可能會批評該決定。,Intermediate,3,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
crucial,/ˈkruːʃl/,關鍵的，至關重要的,Exercise plays a crucial role in staying healthy.,運動在保持健康中起著至關重要的作用。,Beginner,1,Travel,LogisticsAndTransit,"TOEIC,Listening,Reading,Part3,Part7",adj.
cure,/kjʊr/,治癒，解決,They hope to cure the technical issues.,他們希望解決技術問題。,Advanced,4,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
cycle,/ˈsaɪkl/,循環，週期,The product development cycle takes six months.,產品開發週期需要六個月。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
damage,/ˈdæmɪdʒ/,損害，賠償金,Storms caused severe damage to the warehouse.,暴風雨對倉庫造成了嚴重損壞。,Intermediate,3,Legal,ContractsAndRegulations,"TOEIC,Reading,Part6,Part7",n.
date,/deɪt/,日期，約會,Please write the date on the contract.,請在合同上寫下日期。,Advanced,4,Legal,ContractsAndRegulations,"TOEIC,Reading,Part6,Part7",n.
deadline,/ˈdedlaɪn/,截止日期，最後期限,We must meet the Friday deadline.,我們必須在週五截止日期前完成。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
deal,/diːl/,交易，處理,We closed a deal with the new vendor.,我們與新廠商達成了一筆交易。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",n.
debate,/dɪˈbeɪt/,辯論，討論,The board will debate the budget proposal.,董事會將討論預算提案。,Intermediate,3,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
decade,/ˈdekeɪd/,十年,The company has grown significantly in the past decade.,公司在過去的十年中顯著增長。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
decide,/dɪˈsaɪd/,決定，解決,We need to decide on the launch date.,我們需要決定發表日期。,Advanced,4,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
declare,/dɪˈkler/,宣布，申報,You must declare all goods at customs.,您必須在海關申報所有貨物。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
decline,/dɪˈklaɪn/,下降，衰退，拒絕,The price of oil continues to decline.,石油價格繼續下跌。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
decorate,/ˈdekəreɪt/,裝飾，裝修,They plan to decorate the lobby.,他們計劃裝飾大堂。,Advanced,4,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
dedicate,/ˈdedɪkeɪt/,致力於，獻給,She dedicated her life to helping the poor.,她致力於幫助窮人。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
deduct,/dɪˈdʌkt/,扣除，減去,They will deduct taxes from your pay.,他們將從您的工資中扣除稅款。,Intermediate,3,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
deficit,/ˈdefɪsɪt/,赤字，虧損,The trade deficit shrank significantly this year.,今年的貿易赤字顯著縮減。,Intermediate,3,Finance,Economics,"TOEIC,Reading,Part6,Part7",n.
define,/dɪˈfaɪn/,定義，限定,We must define our target audience.,我們必須定義我們的目標受眾。,Advanced,4,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
definite,/ˈdefɪnət/,明確的，確定的,We need a definite answer by tomorrow.,我們明天之前需要一個明確的答覆。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",adj.
delay,/dɪˈleɪ/,延遲，耽擱,Bad weather will delay the shipment.,惡劣的天氣將延誤出貨。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
delegate,/ˈdelɪɡət/,委派，代表,Managers should delegate tasks to team members.,經理應該將任務委派給團隊成員。,Intermediate,3,Corporate,Management,"TOEIC,Reading,Part5,Part7",n./v.
delete,/dɪˈliːt/,刪除,You can delete unnecessary files.,您可以刪除不需要的文件。,Advanced,4,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
deliver,/dɪˈlɪvər/,遞送，交付,The courier will deliver the package tomorrow.,快遞員將於明天遞送包裹。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
demand,/dɪˈmænd/,需求，要求,The demand for online services is growing.,對線上服務的需求正在增長。,Intermediate,3,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
demonstrate,/ˈdemənstreɪt/,證實，演示,The experiment demonstrates the law of gravity.,該實驗證實了萬有引力定律。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
denote,/dɪˈnoʊt/,表示，指示,A red sign denotes danger.,紅色標誌表示危險。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",n.
denounce,/dɪˈnaʊns/,譴責，宣告,The company will denounce the illegal actions.,公司將譴責這些非法行為。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
deny,/dɪˈnaɪ/,否認，拒絕,They deny any involvement in the issue.,他們否認與該問題有任何關聯。,Intermediate,3,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
depart,/dɪˈpɑːrt/,出發，離開,The train is scheduled to depart at 2 PM.,火車預定於下午2點出發。,Advanced,4,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
depend,/dɪˈpend/,依賴，取決於,Success depends on teamwork.,成功取決於團隊合作。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
depict,/dɪˈpɪkt/,描繪，描述,The painting depicts a beautiful sunset.,這幅畫描繪了美麗的落日。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
deposit,/dɪˈpɑːzɪt/,存款，押金,You must pay a deposit for the rental.,您必須支付租金押金。,Advanced,4,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",n.
depreciate,/dɪˈpriːʃieɪt/,貶值，折舊,The equipment will depreciate over time.,設備會隨著時間折舊。,Beginner,1,Finance,BankingAndAccounting,"TOEIC,Reading,Part6,Part7",v.
depress,/dɪˈpres/,使沮喪，使蕭條,High interest rates can depress the market.,高利率可能會壓抑市場。,Intermediate,3,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
deprive,/dɪˈpraɪv/,剝奪，使喪失,The new rule will deprive workers of benefits.,新規則將剝奪工人的福利。,Advanced,4,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
derive,/dɪˈraɪv/,源於，獲得,Many words in English are derived from Latin.,英語中許多單詞源於拉丁語。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
describe,/dɪˈskraɪb/,描述，形容,Please describe the symptoms to the support team.,請向支援團隊描述症狀。,Intermediate,3,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
design,/dɪˈzaɪn/,設計，圖樣,She was hired to design the new website.,她被僱用來設計新網站。,Advanced,4,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
desire,/dɪˈzaɪər/,渴望，期望,They desire to expand into Asia next year.,他們渴望明年擴張到亞洲。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
destroy,/dɪˈstrɔɪ/,破壞，毀滅,Fire destroyed the main server room.,大火摧毀了主伺服器室。,Intermediate,3,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
detach,/dɪˈtætʃ/,拆卸，使分離,Please detach the form and return it.,請撕下表格並將其寄回。,Advanced,4,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
detail,/dɪˈteɪl/,細節，詳述,The proposal details our marketing plan.,該提案詳細介紹了我們的行銷計劃。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",v.
detect,/dɪˈtekt/,檢測，發現,The system can detect security threats.,系統可以檢測安全威脅。,Intermediate,3,Manufacturing,OperationsAndQuality,"TOEIC,Reading,Part5,Part7",v.
