word,phonetic,translation,example,example_translation,level,difficulty,topic,subtopic,exam_tags,part_of_speech
angry,/ˈæŋɡɹi/,憤怒,The manager was angry about the missed deadline and called an emergency meeting.,經理對於錯過期限感到憤怒，並召開了緊急會議。,toeic_basic,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",adj.
any,/ˈɛni/,任何的，一些,Please let us know if you have any questions.,如果您有任何問題，請告訴我們。,toeic_basic,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",determiner/pronoun
app,/ˈæp/,應用程式，通常指手機或電腦上的軟體應用。,Our company is developing a new app to streamline the order processing system.,我們公司正在開發一個新的應用程式，以簡化訂單處理系統。,toeic_basic,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
area,/ˈɛɹiə/,區域,The sales department needs to expand its area of responsibility.,銷售部門需要擴大其負責區域。,toeic_basic,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
areas,/ˈɛɹiəz/,區域,The company is expanding into new geographical areas to increase market share.,公司正在擴展到新的地理區域以增加市場份額。,toeic_basic,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
arrival,/ɝˈaɪvəɫ/,抵達,The scheduled arrival of the shipment is next Monday.,貨物預計下週一抵達。,toeic_basic,1,Logistics,Transit,"TOEIC,Reading,Part5,Part7",n.
arrive,/ɝˈaɪv/,抵達,The flight is scheduled to arrive at 10:00 AM.,航班預計於上午 10:00 抵達。,toeic_basic,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",v.
arrived,/ɝˈaɪvd/,抵達,The shipment arrived at the warehouse on schedule.,貨物已如期抵達倉庫。,toeic_basic,1,Logistics,Transit,"TOEIC,Reading,Part5,Part7",v.
art,/ˈɑɹt/,藝術品，藝術創作,The company commissioned a local artist to create artwork for the new office lobby.,公司委託一位當地藝術家為新辦公室大廳創作藝術品。,toeic_basic,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
asap,/ˈeɪˈɛˈseɪˈpi/,盡快,Please send me the report ASAP.,請盡快將報告發給我。,toeic_basic,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adv.
ask,/ˈæsk/,動詞：詢問，提問,Could you ask him to call me back?,你能請他回電給我嗎？,toeic_basic,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v./n.
asks,/ˈæsks/,詢問,The interviewer asks several questions to assess the candidate's skills.,面試官提出幾個問題以評估候選人的技能。,toeic_basic,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",v.
avoid,/əˈvɔɪd/,避免,"To avoid delays, please submit your expense reports by the 5th of each month.",為了避免延遲，請在每個月的 5 日前提交您的費用報表。,toeic_basic,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",v.
award,/əˈwɔɹd/,獎勵,The company will award a bonus to employees who exceed their sales targets.,公司將會對超過銷售目標的員工頒發獎金。,toeic_basic,1,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n./v.
away,/əˈweɪ/,遠離,The meeting has been moved away from the main conference room due to renovations.,由於裝修，會議已從主會議室移至其他地點。,toeic_basic,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",adv./preposition
back,/ˈbæk/,名詞：背部,Please send the report back to me for review by Friday.,請在週五前將報告發回給我審閱。,toeic_basic,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./adv.
bag,/ˈbæɡ/,用來裝載物品的容器，常見於商務場合指手提袋，公文包或行李。,Please pack your presentation materials in a sturdy bag for the conference.,請將您的簡報資料裝入堅固的包袋，以便參加會議。,toeic_basic,1,Travel,Hospitality,"TOEIC,Reading,Part5,Part7",n./v.
bags,/ˈbæɡz/,袋子,The shipping department needs to pack these fragile items in sturdy bags.,運輸部門需要將這些易碎物品裝入堅固的袋子中。,toeic_basic,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
bakery,/ˈbeɪkɝi/,麵包店,The company is partnering with a local bakery to provide fresh pastries for the conference attendees.,公司正在與一家當地麵包店合作，為會議參與者提供新鮮的糕點。,toeic_basic,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
ball,/ˈbɔɫ/,球; 舞會;  好時光;  勇氣,The children were playing with a colorful ball in the park.,孩子們在公園裡玩一個彩色的球。,toeic_basic,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n./v.
based,/ˈbeɪst/,基於,The decision was based on market research and customer feedback.,這個決定是根據市場調查和客戶回饋做出的。,toeic_basic,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",adj./v.
basic,/ˈbeɪsɪk/,基本的,The training program covers the basic skills required for new hires.,此培訓計畫涵蓋新進員工所需的基本技能。,toeic_basic,1,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",adj.
basis,/ˈbeɪsəs/,基礎,The decision was made on the basis of market research.,這個決定是根據市場調查做出的。,toeic_basic,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n./adj.
bath,/ˈbæθ/,沐浴，洗澡,"I enjoy taking a long, hot bath after a stressful day at work.",在工作壓力大的一天後，我喜歡泡個熱水澡。,toeic_basic,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
bedroom,/ˈbɛˌdɹum/,臥室,The hotel room features a comfortable bedroom with a king-size bed and a private balcony.,這間飯店房間設有舒適的臥室，配備一張特大床和一個私人陽台。,toeic_basic,1,Travel,Hospitality,"TOEIC,Reading,Part5,Part7",n.
began,/biˈɡæn/,開始,"The project began on schedule, despite initial setbacks.",儘管一開始遇到一些阻礙，專案仍然按計劃開始。,toeic_basic,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",v.
begin,/bɪˈɡɪn/,開始,The project will begin next Monday.,這個專案將於下星期一開始。,toeic_basic,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
begun,/ˈbeɪɡən/,開始,"The project has begun, and we need to allocate resources accordingly.",專案已經開始，我們需要相應地分配資源。,toeic_basic,1,Travel,Hospitality,"TOEIC,Reading,Part5,Part7",v.
below,/biˈɫoʊ/,在...下面,Please find the instructions below regarding the new policy.,有關新政策的說明，請見下方。,toeic_basic,1,Travel,Hospitality,"TOEIC,Reading,Part5,Part7",preposition/adv.
belt,/ˈbɛɫt/,皮帶,Please make sure your seatbelt is securely fastened before the plane takes off.,請確保飛機起飛前您的安全帶已牢固繫好。,toeic_basic,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",n./v.
belts,/ˈbɛɫts/,皮帶,The company policy requires all employees to wear a belt with their uniforms.,公司規定所有員工必須在制服搭配腰帶。,toeic_basic,1,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n.
bench,/ˈbɛntʃ/,長條型座椅，通常設在公共場所供人休息。,The waiting area has several benches for passengers to relax before their flight.,等候區設有多張長椅，供旅客在航班前休息。,toeic_basic,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",n.
bicycle,/ˈbaɪsɪkəɫ/,腳踏車,The company is offering a bicycle allowance to encourage employees to commute sustainably.,公司提供腳踏車津貼，以鼓勵員工以可持續的方式通勤。,toeic_basic,1,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n.
birth,/ˈbɝθ/,出生,The company offers generous maternity leave benefits to new mothers.,公司為新媽媽提供慷慨的產假福利。,toeic_basic,1,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n.
bit,/ˈbɪt/,少量資訊的單位，通常指電腦資料的最小儲存單位。,"The file size is 2 megabytes, which is equivalent to 16 million bits.",檔案大小為 2 百兆位元組，相當於 1600 萬位元。,toeic_basic,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
bite,/ˈbaɪt/,咬,The company's profits took a slight bite this quarter due to increased competition.,由於競爭加劇，本季公司利潤受到輕微的影響。,toeic_basic,1,Finance,Investment,"TOEIC,Reading,Part5,Part7",v./n.
black,/ˈbɫæk/,黑色,The company's new branding features a sleek black and white color scheme.,公司的新品牌設計採用簡潔的黑白配色方案。,toeic_basic,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n./adj.
blank,/ˈbɫæŋk/,空白的,Please leave the last section blank if it doesn't apply to you.,如果最後一部分不適用於您，請將其留空。,toeic_basic,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",adj./n.
block,/ˈbɫɑk/,阻礙,"The road was blocked due to construction, causing delays for deliveries.",由於施工，道路被封鎖，導致貨物送達延遲。,toeic_basic,1,Logistics,Transit,"TOEIC,Reading,Part5,Part7",n./v.
blue,/ˈbɫu/,藍色,"The company logo is a vibrant blue, reflecting trust and reliability.",該公司的標誌是鮮豔的藍色，代表著信任和可靠性。,toeic_basic,1,Legal,Compliance,"TOEIC,Reading,Part5,Part7",n./adj.
body,/ˈbɑdi/,身體,Regular exercise helps maintain a healthy body.,規律運動有助於維持健康的身體。,toeic_basic,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",n./v.
bonus,/ˈboʊnəs/,獎金,The company announced a generous bonus for employees who exceeded their sales targets.,公司宣布，對於超額達成銷售目標的員工，將發放豐厚的獎金。,toeic_basic,1,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n.
book,/ˈbʊk/,書籍,The manager asked the secretary to book a conference room for the meeting.,經理請秘書預訂會議室以進行會議。,toeic_basic,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
booked,/ˈbʊkt/,預訂,The conference room is already booked for the entire day.,會議室已經預訂了整個一天。,toeic_basic,1,Travel,Hospitality,"TOEIC,Reading,Part5,Part7",v./adj.
booking,/ˈbʊkɪŋ/,預訂,We need to confirm all flight bookings before the conference.,我們需要在會議之前確認所有航班預訂。,toeic_basic,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",n./v.
bored,/ˈbɔɹd/,感到厭倦，無聊，缺乏興趣,The employees were bored with the repetitive tasks and requested more challenging assignments.,員工對重複性的工作感到厭倦，並要求更具挑戰性的任務。,toeic_basic,1,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",adj.
born,/ˈbɔɹn/,出生,"Our new manager was born in Japan, which gives him valuable insight into the local market.",我們的新經理出生於日本，這讓他對當地市場有寶貴的見解。,toeic_basic,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",v./adj.
boss,/ˈbɑs/,主管,My boss asked me to prepare a report on the quarterly sales figures.,我的老闆請我準備一份有關季度銷售數據的報告。,toeic_basic,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
both,/ˈboʊθ/,兩者,Both proposals received positive feedback from the board.,兩份提案都從董事會獲得了積極的回饋。,toeic_basic,1,CorporateGovernance,BoardOfDirectors,"TOEIC,Reading,Part5,Part7",determiner/pronoun
boxes,/ˈbɑksəz/,箱子,The warehouse staff are responsible for stacking the boxes neatly.,倉庫員工負責整齊地堆疊箱子。,toeic_basic,1,Logistics,Transit,"TOEIC,Reading,Part5,Part7",n.
brain,/ˈbɹeɪn/,大腦,The company is looking for candidates who demonstrate strong problem-solving brains.,公司正在尋找那些展現出強大解決問題能力的候選人。,toeic_basic,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",n.
brand,/ˈbɹænd/,品牌,Our company is investing heavily in building a strong brand image.,我們公司正在大力投資以建立強大的品牌形象。,toeic_basic,1,Finance,Investment,"TOEIC,Reading,Part5,Part7",n.
break,/ˈbɹeɪk/,暫停,Let's take a 15-minute break to recharge before the afternoon meeting.,在下午會議之前，我們來休息 15 分鐘，讓自己充電一下。,toeic_basic,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
bring,/ˈbɹɪŋ/,攜帶，帶來,Please bring the updated sales report to the meeting tomorrow.,請明天會議時帶來最新的銷售報告。,toeic_basic,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",v.
broke,/ˈbɹoʊk/,損壞,"The company's main server broke down during the peak sales period, causing significant losses.",公司主要伺服器在銷售高峰期發生故障，造成了重大損失。,toeic_basic,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",v./adj.
brown,/ˈbɹaʊn/,棕色,The package was wrapped in brown paper to protect it during shipping.,為了在運輸過程中保護包裹，它被包裹在棕色的紙中。,toeic_basic,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n./adj.
built,/ˈbɪɫt/,建造,The company plans to build a new factory to increase production capacity.,公司計劃建造一座新工廠以提高生產能力。,toeic_basic,1,Manufacturing,Production,"TOEIC,Reading,Part5,Part7",v./adj.
busy,/ˈbɪzi/,忙碌的,I'm very busy preparing for the quarterly sales presentation.,我正非常忙碌地為季度銷售簡報做準備。,toeic_basic,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",adj./v.
buyer,/ˈbaɪɝ/,購買者,The company is actively seeking new buyers for its products in overseas markets.,該公司正在積極尋找海外市場的新買家。,toeic_basic,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
calls,/ˈkɔɫz/,電話聯絡,Please call our customer support line for assistance with your order.,如有訂單相關問題，請致電我們的客戶支援專線。,toeic_basic,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",v.
cards,/ˈkɑɹdz/,卡片,Please exchange business cards after the meeting.,會議結束後請交換名片。,toeic_basic,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
care,/ˈkɛɹ/,關心,The company cares deeply about employee well-being and offers comprehensive benefits.,公司非常重視員工福祉，並提供全面的福利。,toeic_basic,1,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n./v.
cart,/ˈkɑɹt/,手推車,The store manager instructed employees to restock the carts with fresh produce.,店長指示員工將手推車上補充新鮮農產品。,toeic_basic,1,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n.
carts,/ˈkɑɹts/,手推車,The warehouse staff uses carts to move pallets of goods efficiently.,倉庫員工使用手推車有效地搬運托盤上的貨物。,toeic_basic,1,Logistics,Transit,"TOEIC,Reading,Part5,Part7",n.
cases,/ˈkeɪsəz/,案件,The legal team is currently handling several complex cases.,法律團隊目前正在處理幾個複雜的案件。,toeic_basic,1,Legal,Compliance,"TOEIC,Reading,Part5,Part7",n.
catch,/ˈkætʃ/,捕捉,The company needs to catch the attention of potential investors with a compelling marketing campaign.,公司需要透過引人入勝的行銷活動來吸引潛在投資者的注意。,toeic_basic,1,Finance,Investment,"TOEIC,Reading,Part5,Part7",v./n.
cause,/ˈkɑz/,導致某事發生的原因或因素,The recent system outage was the cause of the delayed shipments.,最近的系統故障是出貨延遲的原因。,toeic_basic,1,Logistics,Transit,"TOEIC,Reading,Part5,Part7",n./v.
cell,/ˈsɛɫ/,手機,Please make sure your cell is fully charged before the conference call this afternoon.,請在今天下午的會議電話前，確保您的手機已充滿電。,toeic_basic,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
ceo,/ˈsiˌiˈoʊ/,最高執行長,The CEO announced a new strategy to increase market share.,總執行長宣布了一項新的策略以提高市場佔有率。,toeic_basic,1,CorporateGovernance,CorporateStrategy,"TOEIC,Reading,Part5,Part7",n.
chair,/ˈtʃɛɹ/,椅子,Please ensure all conference room chairs are properly arranged before the meeting.,請確保會議室的椅子在會議開始前正確擺放。,toeic_basic,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
chart,/ˈtʃɑɹt/,圖表,The sales manager presented a chart showing the quarterly revenue growth.,銷售經理展示了一個圖表，顯示了季度營收增長情況。,toeic_basic,1,Finance,Investment,"TOEIC,Reading,Part5,Part7",n.
chat,/ˈtʃæt/,聊天，即時對話,Let's quickly chat about the project updates before the meeting.,在會議開始前，我們快速聊一下專案進度吧。,toeic_basic,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n./v.
